social,BSs,POI_Transportation,POI_Other
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,16,5
0.0,1.0,2,1
0.0,2.0,0,0
0.0,3.0,0,0
0.0,3.0,7,1
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,2,0
0.0,7.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,4.0,0,0
0.0,3.0,2,0
0.0,2.0,1,0
0.0,3.0,3,0
0.0,0.0,1,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,1.0,5,1
0.0,3.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,9,3
0.0,3.0,14,3
0.0,1.0,2,0
0.0,0.0,1,1
0.0,1.0,11,3
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,6.0,0,0
0.0,3.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,1,1
0.0,3.0,0,0
0.0,6.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,14.0,0,0
0.0,8.0,0,0
0.0,4.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,1,0
0.0,1.0,3,3
0.0,1.0,0,0
0.0,1.0,13,3
0.0,5.0,12,1
0.0,3.0,2,0
0.0,1.0,5,1
0.0,1.0,3,1
0.0,6.0,0,0
0.0,0.0,2,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,1.0,3,0
0.0,2.0,8,3
0.0,5.0,4,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,1,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,1,1
0.0,2.0,0,0
0.0,0.0,16,2
0.0,4.0,4,3
0.0,0.0,0,0
0.0,0.0,0,0
0.0,4.0,1,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,5.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,5.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,1,1
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,10.0,0,0
0.0,4.0,0,0
0.0,3.0,0,0
0.0,3.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,1,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,13,3
0.0,1.0,3,2
0.0,0.0,6,2
0.0,0.0,11,2
0.0,2.0,10,2
0.0,6.0,0,0
0.0,2.0,1,0
0.0,1.0,0,0
0.0,5.0,0,0
0.0,6.0,2,0
0.0,1.0,3,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,2,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,3.0,1,0
0.0,0.0,12,3
0.0,0.0,2,0
0.0,3.0,8,1
0.0,0.0,7,1
0.0,2.0,0,0
0.0,3.0,30,8
0.0,1.0,2,0
0.0,4.0,6,6
0.0,6.0,0,0
0.0,0.0,4,2
0.0,1.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,4.0,1,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,3.0,0,0
2.0,10.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,1,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,3.0,1,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,4.0,1,0
0.0,5.0,0,0
0.0,0.0,0,0
0.0,5.0,0,0
0.0,2.0,1,0
0.0,1.0,2,0
0.0,3.0,2,1
0.0,1.0,0,0
0.0,1.0,2,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,0.0,2,1
0.0,0.0,1,1
0.0,0.0,2,0
0.0,1.0,9,2
0.0,3.0,10,2
0.0,5.0,21,2
0.0,2.0,24,7
0.0,1.0,19,2
0.0,0.0,6,1
0.0,0.0,4,0
0.0,3.0,1,0
0.0,0.0,2,0
0.0,1.0,7,2
0.0,0.0,12,3
0.0,2.0,19,11
0.0,3.0,12,3
0.0,3.0,15,8
0.0,1.0,1,0
0.0,3.0,0,0
0.0,3.0,0,0
0.0,5.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,5.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,7.0,0,0
0.0,3.0,0,0
0.0,2.0,0,0
0.0,4.0,0,0
0.0,7.0,2,0
0.0,0.0,8,0
0.0,0.0,1,0
0.0,4.0,1,1
0.0,2.0,0,0
0.0,1.0,1,0
0.0,3.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,11.0,0,0
0.0,3.0,19,10
0.0,0.0,0,0
0.0,1.0,9,3
0.0,1.0,12,5
0.0,5.0,17,3
0.0,2.0,12,1
0.0,5.0,0,0
0.0,3.0,24,10
0.0,0.0,8,3
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,6,0
0.0,2.0,13,5
0.0,8.0,9,2
0.0,3.0,1,0
0.0,5.0,3,0
0.0,2.0,0,0
0.0,4.0,0,0
0.0,5.0,0,0
0.0,3.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,16.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,3.0,2,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,1,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,2,3
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,2,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,10.0,0,0
0.0,2.0,0,0
0.0,3.0,0,0
0.0,10.0,11,5
0.0,2.0,4,1
0.0,4.0,6,3
0.0,5.0,7,2
0.0,2.0,6,0
0.0,4.0,0,0
0.0,2.0,1,0
0.0,1.0,1,0
0.0,3.0,0,0
3.0,6.0,14,6
0.0,3.0,57,26
0.0,1.0,23,6
0.0,0.0,10,2
0.0,1.0,22,6
0.0,4.0,30,8
0.0,0.0,1,0
0.0,2.0,11,5
0.0,0.0,5,2
0.0,0.0,6,1
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,3,0
0.0,1.0,5,2
0.0,3.0,45,17
0.0,2.0,7,2
0.0,3.0,3,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
1.0,8.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,1.0,1,0
0.0,4.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,4.0,0,0
0.0,0.0,0,0
0.0,5.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,1,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,1,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,3.0,2,2
0.0,10.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,7.0,16,9
0.0,5.0,21,8
0.0,0.0,4,3
0.0,1.0,12,1
0.0,3.0,1,0
0.0,3.0,1,0
0.0,1.0,1,0
0.0,1.0,0,0
0.0,3.0,5,0
0.0,3.0,13,5
0.0,1.0,0,0
0.0,4.0,19,4
0.0,1.0,3,0
0.0,6.0,4,1
0.0,4.0,28,7
0.0,0.0,0,0
0.0,1.0,0,0
0.0,3.0,4,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,6,0
1.0,7.0,53,20
0.0,5.0,17,9
0.0,2.0,6,2
0.0,2.0,1,1
0.0,4.0,12,5
1.0,3.0,6,0
0.0,4.0,0,0
0.0,2.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,13.0,0,0
0.0,7.0,0,0
0.0,3.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,3.0,0,0
0.0,3.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,1.0,9,4
0.0,2.0,7,3
0.0,0.0,6,1
0.0,1.0,7,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,1,1
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,5.0,3,0
0.0,0.0,3,0
0.0,1.0,0,0
0.0,1.0,0,0
1.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,9.0,0,0
0.0,2.0,0,0
0.0,0.0,0,0
0.0,9.0,8,3
0.0,3.0,6,1
0.0,0.0,5,0
0.0,0.0,1,0
0.0,4.0,5,4
0.0,3.0,15,7
0.0,2.0,1,0
0.0,3.0,0,0
0.0,0.0,12,1
0.0,5.0,27,10
0.0,3.0,11,2
0.0,6.0,10,2
3.0,2.0,21,7
0.0,8.0,2,1
0.0,1.0,2,1
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,2,1
0.0,0.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,2.0,0,0
0.0,5.0,4,1
0.0,4.0,7,2
0.0,3.0,29,7
0.0,0.0,3,1
0.0,0.0,3,1
0.0,1.0,13,5
0.0,1.0,7,1
0.0,1.0,0,0
0.0,0.0,0,0
0.0,2.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,7.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,5.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,0.0,0,0
0.0,3.0,0,0
0.0,3.0,0,0
0.0,4.0,1,0
0.0,2.0,10,8
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,1.0,1,0
0.0,0.0,4,0
0.0,0.0,15,2
0.0,0.0,1,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,2,2
0.0,0.0,5,1
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,0.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,11.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
0.0,4.0,6,1
0.0,1.0,2,0
0.0,2.0,1,0
0.0,0.0,1,0
0.0,10.0,14,7
0.0,9.0,9,5
0.0,4.0,7,2
0.0,3.0,16,5
0.0,5.0,2,1
0.0,1.0,31,10
0.0,1.0,10,3
0.0,0.0,25,5
0.0,1.0,10,2
0.0,1.0,6,2
0.0,1.0,0,0
0.0,2.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,1.0,0,0
0.0,0.0,0,0
